`	0
w	0
w	390073
w	420178
w	450280
w	480319
d	510969
w	510971
d	540031
w	540033
d	570053
w	570087
d	600145
w	600148
d	630247
w	630284
d	660335
w	660343
d	689985
w	689987
d	720059
w	720094
d	750102
w	750103
d	780218
w	780220
d	810317
w	810319
d	840343
w	840345
d	870462
w	870464
d	900501
w	900503
d	930633
w	930635
d	960665
w	960667
d	990768
w	990774
d	1.02083e+06
w	1.02083e+06
d	1.05052e+06
w	1.05053e+06
d	1.0806e+06
w	1.0806e+06
d	1.11068e+06
w	1.11068e+06
d	1.14021e+06
w	1.14021e+06
d	1.17029e+06
w	1.17029e+06
d	1.20025e+06
w	1.20025e+06
d	1.23078e+06
w	1.23078e+06
d	1.26086e+06
w	1.26086e+06
d	1.29095e+06
w	1.29095e+06
d	1.32102e+06
w	1.32102e+06
w	1.35168e+06
w	1.38179e+06
w	1.41184e+06
a	1.44202e+06
w	1.44203e+06
a	1.471e+06
w	1.471e+06
a	1.5016e+06
w	1.5016e+06
a	1.53168e+06
w	1.53168e+06
a	1.56173e+06
w	1.56173e+06
a	1.59184e+06
w	1.59185e+06
a	1.62193e+06
w	1.62193e+06
a	1.651e+06
w	1.65101e+06
a	1.68109e+06
w	1.68109e+06
a	1.71116e+06
w	1.71116e+06
a	1.74121e+06
w	1.74122e+06
a	1.77128e+06
w	1.77128e+06
a	1.80136e+06
w	1.80136e+06
a	1.83144e+06
w	1.83144e+06
a	1.86156e+06
w	1.86156e+06
a	1.89154e+06
d	1.89158e+06
w	1.89159e+06
d	1.92166e+06
w	1.92166e+06
d	1.9517e+06
w	1.9517e+06
d	1.98178e+06
w	1.98178e+06
d	2.01189e+06
w	2.01189e+06
d	2.04197e+06
w	2.04198e+06
d	2.07202e+06
w	2.07202e+06
d	2.10265e+06
w	2.10265e+06
d	2.13273e+06
w	2.13273e+06
d	2.16234e+06
w	2.16234e+06
d	2.1924e+06
w	2.19241e+06
d	2.22244e+06
w	2.22244e+06
d	2.25205e+06
w	2.25205e+06
d	2.2821e+06
w	2.2821e+06
d	2.31284e+06
w	2.31284e+06
d	2.34292e+06
w	2.34292e+06
d	2.37203e+06
w	2.37203e+06
d	2.40266e+06
w	2.40266e+06
d	2.43221e+06
w	2.43221e+06
d	2.46234e+06
w	2.46234e+06
d	2.4922e+06
w	2.49221e+06
d	2.52225e+06
w	2.52226e+06
d	2.55233e+06
w	2.55233e+06
d	2.5829e+06
w	2.58294e+06
d	2.61202e+06
w	2.61202e+06
d	2.6421e+06
w	2.6421e+06
d	2.6727e+06
w	2.6727e+06
d	2.70231e+06
w	2.70231e+06
d	2.73246e+06
w	2.73246e+06
d	2.76258e+06
w	2.76258e+06
d	2.79274e+06
w	2.79274e+06
d	2.82273e+06
w	2.82273e+06
d	2.85276e+06
w	2.85276e+06
d	2.88203e+06
w	2.88203e+06
w	2.91222e+06
w	2.94232e+06
w	2.97238e+06
w	3.00249e+06
w	3.0322e+06
w	3.06223e+06
w	3.09239e+06
w	3.12243e+06
w	3.15232e+06
w	3.1824e+06
w	3.21291e+06
w	3.24202e+06
w	3.27205e+06
w	3.30268e+06
w	3.33277e+06
w	3.36282e+06
w	3.39302e+06
w	3.4229e+06
w	3.452e+06
w	3.48205e+06
w	3.51266e+06
d	3.5421e+06
w	3.5421e+06
d	3.57206e+06
w	3.57206e+06
w	3.60216e+06
w	3.63218e+06
w	3.6623e+06
w	3.69235e+06
w	3.72248e+06
w	3.75256e+06
w	3.78259e+06
w	3.81221e+06
w	3.84226e+06
w	3.87237e+06
w	3.90243e+06
w	3.93253e+06
w	3.96261e+06
w	3.99267e+06
w	4.02274e+06
w	4.05282e+06
w	4.0829e+06
w	4.11198e+06
w	4.14208e+06
w	4.17217e+06
w	4.20225e+06
w	4.23293e+06
a	4.26197e+06
a	4.5627e+06
a	4.59283e+06
a	4.62282e+06
a	4.65294e+06
a	4.68298e+06
a	4.71306e+06
a	4.74316e+06
a	4.77329e+06
a	4.80295e+06
a	4.83308e+06
a	4.86315e+06
a	4.89323e+06
a	4.92331e+06
a	4.95336e+06
a	4.98347e+06
a	5.01351e+06
a	5.04363e+06
a	5.07372e+06
a	5.10375e+06
a	5.13383e+06
a	5.16331e+06
a	5.19337e+06
a	5.22343e+06
a	5.25353e+06
w	5.28357e+06
a	5.31322e+06
w	5.31322e+06
a	5.34327e+06
w	5.34327e+06
a	5.37339e+06
w	5.37339e+06
a	5.40342e+06
w	5.40343e+06
a	5.4335e+06
w	5.43351e+06
a	5.46363e+06
w	5.46364e+06
a	5.49372e+06
w	5.49375e+06
a	5.5233e+06
w	5.5233e+06
a	5.55336e+06
w	5.55337e+06
a	5.58344e+06
w	5.58345e+06
a	5.61353e+06
w	5.61353e+06
w	5.64374e+06
w	5.67368e+06
w	5.70377e+06
w	5.73384e+06
w	5.76296e+06
w	5.793e+06
w	5.82309e+06
w	5.85316e+06
w	5.88324e+06
w	5.91347e+06
w	5.94357e+06
w	5.97363e+06
w	6.00393e+06
w	6.03349e+06
w	6.06309e+06
w	6.09314e+06
w	6.12321e+06
w	6.15329e+06
w	6.18338e+06
w	6.21346e+06
w	6.24355e+06
w	6.27361e+06
w	6.30321e+06
w	6.33317e+06
w	6.36374e+06
w	6.39305e+06
w	6.4231e+06
w	6.45323e+06
w	6.4833e+06
w	6.51336e+06
w	6.54342e+06
w	6.57351e+06
w	6.60318e+06
w	6.63326e+06
w	6.66339e+06
w	6.69343e+06
w	6.7235e+06
w	6.75362e+06
d	6.78366e+06
w	6.78366e+06
d	6.81378e+06
w	6.81378e+06
d	6.84383e+06
w	6.84383e+06
d	6.8739e+06
w	6.87391e+06
d	6.90369e+06
w	6.90369e+06
d	6.93377e+06
d	6.93377e+06
d	6.96385e+06
d	6.9939e+06
d	7.02299e+06
d	7.05305e+06
d	7.08313e+06
d	7.11325e+06
d	7.14339e+06
d	7.17338e+06
d	7.20349e+06
d	7.23366e+06
d	7.26362e+06
w	7.29369e+06
d	7.32377e+06
w	7.32377e+06
d	7.35385e+06
w	7.35385e+06
d	7.38331e+06
w	7.38332e+06
d	7.41381e+06
w	7.41382e+06
w	7.44333e+06
w	7.47337e+06
w	7.50386e+06
w	7.53334e+06
w	7.56391e+06
w	7.59295e+06
d	7.62303e+06
w	7.62303e+06
d	7.65369e+06
w	7.65369e+06
d	7.68377e+06
w	7.68377e+06
d	7.71389e+06
w	7.71389e+06
d	7.74395e+06
d	7.74395e+06
d	7.77317e+06
d	7.80372e+06
d	7.83381e+06
d	7.86388e+06
d	7.893e+06
d	7.92304e+06
d	7.95351e+06
d	7.98363e+06
d	8.01367e+06
d	8.0438e+06
d	8.07384e+06
d	8.10335e+06
d	8.13375e+06
d	8.16343e+06
d	8.1935e+06
d	8.22359e+06
d	8.25366e+06
d	8.28313e+06
d	8.31321e+06
d	8.34329e+06
d	8.37337e+06
d	8.40323e+06
d	8.43334e+06
d	8.46349e+06
d	8.49357e+06
d	8.52366e+06
d	8.5537e+06
d	8.58321e+06
d	8.61325e+06
d	8.64333e+06
d	8.67341e+06
d	8.70349e+06
d	8.73357e+06
d	8.76307e+06
d	8.79318e+06
w	8.82322e+06
d	8.8533e+06
w	8.85331e+06
d	8.88338e+06
w	8.88339e+06
d	8.91394e+06
w	8.91394e+06
d	8.94298e+06
w	8.94298e+06
w	8.97305e+06
w	9.00317e+06
w	9.03322e+06
w	9.0633e+06
w	9.09338e+06
w	9.12346e+06
w	9.15302e+06
w	9.18306e+06
w	9.21359e+06
w	9.24367e+06
w	9.27307e+06
w	9.30315e+06
w	9.33369e+06
w	9.3632e+06
w	9.39324e+06
w	9.42332e+06
w	9.45387e+06
w	9.483e+06
w	9.51306e+06
w	9.54329e+06
w	9.57337e+06
w	9.60345e+06
w	9.63347e+06
a	9.66344e+06
w	9.66344e+06
a	9.69355e+06
w	9.69355e+06
a	9.72359e+06
a	9.72359e+06
a	9.75318e+06
a	9.78375e+06
a	9.81384e+06
a	9.84295e+06
w	9.873e+06
a	9.90307e+06
w	9.90307e+06
a	9.9332e+06
w	9.9332e+06
a	9.96328e+06
w	9.96329e+06
a	9.99331e+06
w	9.99331e+06
w	1.00232e+07
w	1.00538e+07
w	1.00839e+07
w	1.01136e+07
w	1.01434e+07
w	1.01735e+07
w	1.02036e+07
w	1.02337e+07
w	1.02637e+07
w	1.02939e+07
w	1.03239e+07
w	1.0353e+07
w	1.03831e+07
w	1.04133e+07
w	1.04434e+07
w	1.04734e+07
w	1.05035e+07
a	1.05336e+07
w	1.05336e+07
a	1.05637e+07
w	1.05637e+07
a	1.05938e+07
w	1.05938e+07
a	1.06239e+07
w	1.06239e+07
a	1.06539e+07
w	1.06539e+07
a	1.0683e+07
w	1.0683e+07
a	1.07131e+07
w	1.07131e+07
a	1.07436e+07
w	1.07436e+07
a	1.07737e+07
w	1.07737e+07
a	1.08033e+07
w	1.08033e+07
a	1.08334e+07
w	1.08334e+07
a	1.08635e+07
w	1.08635e+07
a	1.08935e+07
w	1.08935e+07
a	1.09236e+07
w	1.09236e+07
a	1.09538e+07
w	1.09538e+07
a	1.09838e+07
w	1.09838e+07
a	1.10137e+07
w	1.10138e+07
a	1.10439e+07
w	1.10439e+07
a	1.1073e+07
w	1.1073e+07
a	1.11031e+07
a	1.14039e+07
a	1.1433e+07
